
id,idHab,idHabTo,title,startDate,money,category,endAfter,endTimes,endDate,isDeleted,isPaided,repeat
4316,54,1,IT Expense,2014-12-22 00:00:00.000,200.0,,No end date,0,2014-12-23 00:00:00.000,0,1,Only once
4318,1,-1,Gas & Oil,2014-12-23 00:00:00.000,-65.0,141,No end date,0,2014-12-24 00:00:00.000,0,1,Only once
4317,1,-1,A Pu Expense,2014-12-23 00:00:00.000,-1500.0,163,No end date,0,2014-12-24 00:00:00.000,0,1,Only once
4319,1,-1,A Pu Expense,2014-12-24 00:00:00.000,-3000.0,163,No end date,0,2014-12-25 00:00:00.000,0,1,Only once
4320,1,-1,A Pu Expense,2014-12-27 00:00:00.000,-1500.0,163,No end date,0,2014-12-28 00:00:00.000,0,1,Only once
4321,1,67,Home Loan,2014-12-30 00:00:00.000,-22000.0,,No end date,0,2014-12-31 00:00:00.000,0,1,Only once
8655,1,16,Lend My Insurance Bank,2014-12-30 00:00:00.000,23000.0,,No end date,0,2014-12-31 00:00:00.000,0,1,Only once
12776,67,-1,Home Tax,2014-12-30 00:00:00.000,-2129.27,220,No end date,0,2014-12-31 00:00:00.000,0,1,Only once
4321,67,1,Home Loan,2014-12-30 00:00:00.000,22000.0,,No end date,0,2014-12-31 00:00:00.000,0,1,Only once
8655,16,1,Lend My Insurance Bank,2014-12-30 00:00:00.000,-23000.0,,No end date,0,2014-12-31 00:00:00.000,0,1,Only once
6986,6,23,Bank Interest,2014-12-31 00:00:00.000,0.49,,No end date,0,2015-01-01 00:00:00.000,0,1,Only once
12898,76,-1,Insurance Expense,2014-12-31 00:00:00.000,-42600.0,218,No end date,0,2015-01-01 00:00:00.000,0,1,Only once
4322,1,-1,A Salary Net,2014-12-31 00:00:00.000,63610.0,15,No end date,0,2015-01-01 00:00:00.000,0,1,Only once
6986,23,6,Bank Interest,2014-12-31 00:00:00.000,-0.49,,No end date,0,2015-01-01 00:00:00.000,0,1,Only once
4323,1,-1,A Salary Net,2014-12-31 00:00:00.000,-4546.0,7,No end date,0,2015-01-01 00:00:00.000,0,1,Only once
4324,1,-1,A Salary Net,2014-12-31 00:00:00.000,-750.0,6,No end date,0,2015-01-01 00:00:00.000,0,1,Only once
4325,1,-1,A Salary Net,2014-12-31 00:00:00.000,3000.0,13,No end date,0,2015-01-01 00:00:00.000,0,1,Only once
9387,23,-1,Interest's clearing,2015-01-01 00:00:00.000,306.89,289,No end date,0,2015-01-02 00:00:00.000,0,1,Only once
3520,1,63,Commune80,2015-01-01 00:00:00.000,-18150.0,,No end date,0,2015-01-02 00:00:00.000,0,1,Only once
3520,63,1,Commune80,2015-01-01 00:00:00.000,18150.0,,No end date,0,2015-01-02 00:00:00.000,0,1,Only once
3522,1,-1,Saving,2015-01-02 00:00:00.000,351.0,43,No end date,0,2015-01-03 00:00:00.000,0,1,Only once
3521,1,-1,Weekly Amount,2015-01-02 00:00:00.000,-1000.0,42,No end date,0,2015-01-03 00:00:00.000,0,1,Only once
3523,1,-1,A My Family,2015-01-03 00:00:00.000,-20000.0,155,No end date,0,2015-01-04 00:00:00.000,0,1,Only once
3524,1,-1,Hair Cut,2015-01-04 00:00:00.000,-70.0,84,No end date,0,2015-01-05 00:00:00.000,0,1,Only once
3527,1,-1,Internet Bill,2015-01-05 00:00:00.000,-640.0,143,No end date,0,2015-01-06 00:00:00.000,0,1,Only once
3526,1,-1,Kitchen Devices,2015-01-05 00:00:00.000,-280.0,106,No end date,0,2015-01-06 00:00:00.000,0,1,Only once
3525,1,-1,A Pu Expense,2015-01-05 00:00:00.000,-861.0,163,No end date,0,2015-01-06 00:00:00.000,0,1,Only once
3528,1,-1,A Pu Expense,2015-01-06 00:00:00.000,-1500.0,163,No end date,0,2015-01-07 00:00:00.000,0,1,Only once
3530,1,-1,Saving,2015-01-09 00:00:00.000,160.0,43,No end date,0,2015-01-10 00:00:00.000,0,1,Only once
3529,1,-1,Weekly Amount,2015-01-09 00:00:00.000,-1000.0,42,No end date,0,2015-01-10 00:00:00.000,0,1,Only once
3532,1,-1,Gas & Oil,2015-01-13 00:00:00.000,-60.0,141,No end date,0,2015-01-14 00:00:00.000,0,1,Only once
3531,1,-1,A Pu Expense,2015-01-13 00:00:00.000,-1500.0,163,No end date,0,2015-01-14 00:00:00.000,0,1,Only once
3533,1,-1,Weekly Amount,2015-01-16 00:00:00.000,-1000.0,42,No end date,0,2015-01-17 00:00:00.000,0,1,Only once
3534,1,-1,Saving,2015-01-16 00:00:00.000,203.0,43,No end date,0,2015-01-17 00:00:00.000,0,1,Only once
3535,1,-1,A Pu Expense,2015-01-18 00:00:00.000,-1700.0,163,No end date,0,2015-01-19 00:00:00.000,0,1,Only once
3536,1,-1,Hair Cut,2015-01-19 00:00:00.000,-70.0,84,No end date,0,2015-01-20 00:00:00.000,0,1,Only once
3538,54,1,Saving Insurance,2015-01-20 00:00:00.000,17334.0,,No end date,0,2015-01-21 00:00:00.000,0,1,Only once
3537,1,-1,A Pu Expense,2015-01-20 00:00:00.000,-1500.0,163,No end date,0,2015-01-21 00:00:00.000,0,1,Only once
3538,1,54,Saving Insurance,2015-01-20 00:00:00.000,-17334.0,,No end date,0,2015-01-21 00:00:00.000,0,1,Only once
3539,1,-1,Weekly Amount,2015-01-23 00:00:00.000,-1000.0,42,No end date,0,2015-01-24 00:00:00.000,0,1,Only once
3540,1,-1,Saving,2015-01-23 00:00:00.000,255.0,43,No end date,0,2015-01-24 00:00:00.000,0,1,Only once
3541,1,-1,Gas & Oil,2015-01-25 00:00:00.000,-55.0,141,No end date,0,2015-01-26 00:00:00.000,0,1,Only once
3542,1,-1,A Pu Expense,2015-01-27 00:00:00.000,-1500.0,163,No end date,0,2015-01-28 00:00:00.000,0,1,Only once
10507,39,-1,Internet Bill,2015-01-28 00:00:00.000,-640.43,143,No end date,0,2015-01-29 00:00:00.000,0,1,Only once
10506,39,-1,Electric Bill,2015-01-28 00:00:00.000,-363.73,140,No end date,0,2015-01-29 00:00:00.000,0,1,Only once
3543,1,-1,IT Expense,2015-01-29 00:00:00.000,-110.0,122,No end date,0,2015-01-30 00:00:00.000,0,1,Only once
3544,1,-1,Weekly Amount,2015-01-30 00:00:00.000,-1000.0,42,No end date,0,2015-01-31 00:00:00.000,0,1,Only once
3545,1,-1,Bank Expense,2015-01-30 00:00:00.000,-200.0,72,No end date,0,2015-01-31 00:00:00.000,0,1,Only once
3546,1,-1,Saving,2015-01-30 00:00:00.000,330.0,43,No end date,0,2015-01-31 00:00:00.000,0,1,Only once
3550,1,-1,A Salary Net,2015-01-31 00:00:00.000,-750.0,6,No end date,0,2015-02-01 00:00:00.000,0,1,Only once
3547,1,-1,A Birthday Allowance,2015-01-31 00:00:00.000,1500.0,18,No end date,0,2015-02-01 00:00:00.000,0,1,Only once
3548,1,-1,A Salary Net,2015-01-31 00:00:00.000,63610.0,15,No end date,0,2015-02-01 00:00:00.000,0,1,Only once
3549,1,-1,A Salary Net,2015-01-31 00:00:00.000,-5020.75,7,No end date,0,2015-02-01 00:00:00.000,0,1,Only once
3551,1,-1,A Salary Net,2015-01-31 00:00:00.000,3000.0,13,No end date,0,2015-02-01 00:00:00.000,0,1,Only once
3552,1,-1,A Salary Net,2015-01-31 00:00:00.000,-0.25,2,No end date,0,2015-02-01 00:00:00.000,0,1,Only once
3555,1,67,Home Loan,2015-02-02 00:00:00.000,-22000.0,,No end date,0,2015-02-03 00:00:00.000,0,1,Only once
12760,67,-1,Home Tax,2015-02-02 00:00:00.000,-3424.26,220,No end date,0,2015-02-03 00:00:00.000,0,1,Only once
3555,67,1,Home Loan,2015-02-02 00:00:00.000,22000.0,,No end date,0,2015-02-03 00:00:00.000,0,1,Only once
3553,1,-1,A My Family,2015-02-02 00:00:00.000,-20000.0,155,No end date,0,2015-02-03 00:00:00.000,0,1,Only once
3554,1,-1,Tag Doctor,2015-02-02 00:00:00.000,-0.01,1,No end date,0,2015-02-03 00:00:00.000,0,1,Only once
3556,1,-1,Tax Refund,2015-02-03 00:00:00.000,15202.0,28,No end date,0,2015-02-04 00:00:00.000,0,1,Only once
3557,1,-1,Hair Cut,2015-02-04 00:00:00.000,-70.0,84,No end date,0,2015-02-05 00:00:00.000,0,1,Only once
3558,1,-1,Gas & Oil,2015-02-05 00:00:00.000,-50.0,141,No end date,0,2015-02-06 00:00:00.000,0,1,Only once
3559,1,-1,Weekly Amount,2015-02-06 00:00:00.000,-1000.0,42,No end date,0,2015-02-07 00:00:00.000,0,1,Only once
3560,1,-1,Saving,2015-02-06 00:00:00.000,200.0,43,No end date,0,2015-02-07 00:00:00.000,0,1,Only once
3561,1,-1,Motor Bike Oil Cleaning,2015-02-08 00:00:00.000,-90.0,170,No end date,0,2015-02-09 00:00:00.000,0,1,Only once
3562,1,-1,Bath Equipment,2015-02-09 00:00:00.000,-77.0,89,No end date,0,2015-02-10 00:00:00.000,0,1,Only once
3564,1,-1,Saving,2015-02-13 00:00:00.000,177.0,43,No end date,0,2015-02-14 00:00:00.000,0,1,Only once
3563,1,-1,Weekly Amount,2015-02-13 00:00:00.000,-1000.0,42,No end date,0,2015-02-14 00:00:00.000,0,1,Only once
10508,39,-1,Bath Equipment,2015-02-14 00:00:00.000,-507.31,216,No end date,0,2015-02-15 00:00:00.000,0,1,Only once
3565,1,-1,Motor Bike Fixed Device,2015-02-15 00:00:00.000,-500.0,166,No end date,0,2015-02-16 00:00:00.000,0,1,Only once
3566,1,-1,Kitchen Devices,2015-02-16 00:00:00.000,-480.0,106,No end date,0,2015-02-17 00:00:00.000,0,1,Only once
3567,1,-1,Gas & Oil,2015-02-16 00:00:00.000,-60.0,141,No end date,0,2015-02-17 00:00:00.000,0,1,Only once
3570,1,-1,Saving,2015-02-20 00:00:00.000,205.0,43,No end date,0,2015-02-21 00:00:00.000,0,1,Only once
3568,1,-1,Weekly Amount,2015-02-20 00:00:00.000,-1000.0,42,No end date,0,2015-02-21 00:00:00.000,0,1,Only once
3569,1,-1,Hair Cut,2015-02-20 00:00:00.000,-70.0,84,No end date,0,2015-02-21 00:00:00.000,0,1,Only once
3571,1,67,Home Loan,2015-02-23 00:00:00.000,-22000.0,,No end date,0,2015-02-24 00:00:00.000,0,1,Only once
3571,67,1,Home Loan,2015-02-23 00:00:00.000,22000.0,,No end date,0,2015-02-24 00:00:00.000,0,1,Only once
3573,1,39,Internet Bill,2015-02-24 00:00:00.000,-640.0,,No end date,0,2015-02-25 00:00:00.000,0,1,Only once
3573,39,1,Internet Bill,2015-02-24 00:00:00.000,640.0,,No end date,0,2015-02-25 00:00:00.000,0,1,Only once
3574,39,1,Bath Equipment,2015-02-24 00:00:00.000,508.0,,No end date,0,2015-02-25 00:00:00.000,0,1,Only once
3572,1,39,Electric Bill,2015-02-24 00:00:00.000,-364.0,,No end date,0,2015-02-25 00:00:00.000,0,1,Only once
3572,39,1,Electric Bill,2015-02-24 00:00:00.000,364.0,,No end date,0,2015-02-25 00:00:00.000,0,1,Only once
3574,1,39,Bath Equipment,2015-02-24 00:00:00.000,-508.0,,No end date,0,2015-02-25 00:00:00.000,0,1,Only once
3575,1,54,Saving Insurance,2015-02-24 00:00:00.000,-17334.0,,No end date,0,2015-02-25 00:00:00.000,0,1,Only once
3575,54,1,Saving Insurance,2015-02-24 00:00:00.000,17334.0,,No end date,0,2015-02-25 00:00:00.000,0,1,Only once
12367,54,-1,Internet Bill,2015-02-26 00:00:00.000,-640.0,143,No end date,0,2015-02-27 00:00:00.000,0,1,Only once
3577,1,-1,Saving,2015-02-27 00:00:00.000,200.0,43,No end date,0,2015-02-28 00:00:00.000,0,1,Only once
3576,1,-1,Weekly Amount,2015-02-27 00:00:00.000,-1000.0,42,No end date,0,2015-02-28 00:00:00.000,0,1,Only once
3578,1,-1,Take A Break,2015-02-28 00:00:00.000,-6000.0,71,No end date,0,2015-03-01 00:00:00.000,0,1,Only once
3579,1,-1,A Salary Net,2015-02-28 00:00:00.000,63610.0,15,No end date,0,2015-03-01 00:00:00.000,0,1,Only once
3580,1,-1,A Salary Net,2015-02-28 00:00:00.000,-2887.0,7,No end date,0,2015-03-01 00:00:00.000,0,1,Only once
3581,1,-1,A Salary Net,2015-02-28 00:00:00.000,-750.0,6,No end date,0,2015-03-01 00:00:00.000,0,1,Only once
3582,1,-1,A Salary Net,2015-02-28 00:00:00.000,3000.0,13,No end date,0,2015-03-01 00:00:00.000,0,1,Only once
3583,1,-1,Gas & Oil,2015-02-28 00:00:00.000,-60.0,141,No end date,0,2015-03-01 00:00:00.000,0,1,Only once
11495,44,-1,Opening Balance,2015-03-01 00:00:00.000,0.0,288,No end date,0,2015-03-02 00:00:00.000,0,1,Only once
3584,1,-1,A My Family,2015-03-01 00:00:00.000,-20000.0,155,No end date,0,2015-03-02 00:00:00.000,0,1,Only once
10509,39,-1,Electric Bill,2015-03-02 00:00:00.000,-406.78,140,No end date,0,2015-03-03 00:00:00.000,0,1,Only once
3586,1,-1,Saving,2015-03-06 00:00:00.000,670.0,43,No end date,0,2015-03-07 00:00:00.000,0,1,Only once
3585,1,-1,Weekly Amount,2015-03-06 00:00:00.000,-1000.0,42,No end date,0,2015-03-07 00:00:00.000,0,1,Only once
3587,1,-1,Hair Cut,2015-03-07 00:00:00.000,-70.0,84,No end date,0,2015-03-08 00:00:00.000,0,1,Only once
3588,1,-1,Mobile Phone,2015-03-12 00:00:00.000,-57.0,144,No end date,0,2015-03-13 00:00:00.000,0,1,Only once
3589,1,-1,Weekly Amount,2015-03-13 00:00:00.000,-1000.0,42,No end date,0,2015-03-14 00:00:00.000,0,1,Only once
3591,1,-1,Saving,2015-03-13 00:00:00.000,323.0,43,No end date,0,2015-03-14 00:00:00.000,0,1,Only once
3590,1,-1,Gas & Oil,2015-03-13 00:00:00.000,-60.0,141,No end date,0,2015-03-14 00:00:00.000,0,1,Only once
3592,1,-1,Trip Expense,2015-03-16 00:00:00.000,-946.0,152,No end date,0,2015-03-17 00:00:00.000,0,1,Only once
8651,16,-1,Bank Expense,2015-03-19 00:00:00.000,-230.0,72,No end date,0,2015-03-20 00:00:00.000,0,1,Only once
3595,1,-1,Saving,2015-03-20 00:00:00.000,850.0,43,No end date,0,2015-03-21 00:00:00.000,0,1,Only once
3594,1,-1,Gas & Oil,2015-03-20 00:00:00.000,-60.0,141,No end date,0,2015-03-21 00:00:00.000,0,1,Only once
3593,1,-1,Weekly Amount,2015-03-20 00:00:00.000,-1000.0,42,No end date,0,2015-03-21 00:00:00.000,0,1,Only once
3596,1,-1,Hair Cut,2015-03-21 00:00:00.000,-70.0,84,No end date,0,2015-03-22 00:00:00.000,0,1,Only once
3597,1,39,Electric Bill,2015-03-23 00:00:00.000,-407.0,,No end date,0,2015-03-24 00:00:00.000,0,1,Only once
3598,1,54,Internet Bill,2015-03-23 00:00:00.000,-640.0,,No end date,0,2015-03-24 00:00:00.000,0,1,Only once
3597,39,1,Electric Bill,2015-03-23 00:00:00.000,407.0,,No end date,0,2015-03-24 00:00:00.000,0,1,Only once
3598,54,1,Internet Bill,2015-03-23 00:00:00.000,640.0,,No end date,0,2015-03-24 00:00:00.000,0,1,Only once
3599,54,1,Saving Insurance,2015-03-23 00:00:00.000,17334.0,,No end date,0,2015-03-24 00:00:00.000,0,1,Only once
3599,1,54,Saving Insurance,2015-03-23 00:00:00.000,-17334.0,,No end date,0,2015-03-24 00:00:00.000,0,1,Only once
3600,1,-1,Tag Doctor,2015-03-24 00:00:00.000,-0.01,1,No end date,0,2015-03-25 00:00:00.000,0,1,Only once
3602,1,-1,Saving,2015-03-27 00:00:00.000,1000.0,43,No end date,0,2015-03-28 00:00:00.000,0,1,Only once
3601,1,-1,Weekly Amount,2015-03-27 00:00:00.000,-1000.0,42,No end date,0,2015-03-28 00:00:00.000,0,1,Only once
12369,54,-1,Advance Cash Interest,2015-03-27 00:00:00.000,-1583.0,179,No end date,0,2015-03-28 00:00:00.000,0,1,Only once
12368,54,-1,Advance Cash,2015-03-27 00:00:00.000,-50000.0,190,No end date,0,2015-03-28 00:00:00.000,0,1,Only once
3603,1,-1,Gas & Oil,2015-03-30 00:00:00.000,-70.0,141,No end date,0,2015-03-31 00:00:00.000,0,1,Only once
10510,39,-1,Electric Bill,2015-03-30 00:00:00.000,-359.72,140,No end date,0,2015-03-31 00:00:00.000,0,1,Only once
12370,54,-1,Advance Cash,2015-03-30 00:00:00.000,51583.0,278,No end date,0,2015-03-31 00:00:00.000,0,1,Only once
9375,22,-1,Loan Business,2015-03-31 00:00:00.000,8000.0,191,No end date,0,2015-04-01 00:00:00.000,0,1,Only once
3610,1,67,Home Loan,2015-03-31 00:00:00.000,-170000.0,,No end date,0,2015-04-01 00:00:00.000,0,1,Only once
3609,1,-1,A Salary Net,2015-03-31 00:00:00.000,3000.0,13,No end date,0,2015-04-01 00:00:00.000,0,1,Only once
3606,1,-1,A Salary Net,2015-03-31 00:00:00.000,63610.0,15,No end date,0,2015-04-01 00:00:00.000,0,1,Only once
3605,1,-1,A Salary Bonus,2015-03-31 00:00:00.000,63610.0,14,No end date,0,2015-04-01 00:00:00.000,0,1,Only once
3608,1,-1,A Salary Net,2015-03-31 00:00:00.000,-750.0,6,No end date,0,2015-04-01 00:00:00.000,0,1,Only once
3607,1,-1,A Salary Net,2015-03-31 00:00:00.000,-17388.0,7,No end date,0,2015-04-01 00:00:00.000,0,1,Only once
3899,22,1,Transfer,2015-03-31 00:00:00.000,-8000.0,,No end date,0,2015-04-01 00:00:00.000,0,1,Only once
3610,67,1,Home Loan,2015-03-31 00:00:00.000,170000.0,,No end date,0,2015-04-01 00:00:00.000,0,1,Only once
9342,19,22,Loan Business,2015-03-31 00:00:00.000,-40000.0,,No end date,0,2015-04-01 00:00:00.000,0,1,Only once
12371,54,-1,Close Credit Card,2015-03-31 00:00:00.000,-2.0,179,No end date,0,2015-04-01 00:00:00.000,0,1,Only once
3899,1,22,Transfer,2015-03-31 00:00:00.000,8000.0,,No end date,0,2015-04-01 00:00:00.000,0,1,Only once
12761,67,-1,Home Tax,2015-03-31 00:00:00.000,-5677.28,220,No end date,0,2015-04-01 00:00:00.000,0,1,Only once
3604,1,-1,A Medical Reimbursement,2015-03-31 00:00:00.000,13600.0,9,No end date,0,2015-04-01 00:00:00.000,0,1,Only once
9342,22,19,Loan Business,2015-03-31 00:00:00.000,40000.0,,No end date,0,2015-04-01 00:00:00.000,0,1,Only once
3611,1,54,Internet Bill,2015-04-01 00:00:00.000,-1230.0,,No end date,0,2015-04-02 00:00:00.000,0,1,Only once
3611,54,1,Internet Bill,2015-04-01 00:00:00.000,1230.0,,No end date,0,2015-04-02 00:00:00.000,0,1,Only once
3612,1,-1,A My Family,2015-04-02 00:00:00.000,-20000.0,155,No end date,0,2015-04-03 00:00:00.000,0,1,Only once
3613,1,-1,Social Expense,2015-04-02 00:00:00.000,-100.0,135,No end date,0,2015-04-03 00:00:00.000,0,1,Only once
3614,1,-1,Weekly Amount,2015-04-03 00:00:00.000,-1000.0,42,No end date,0,2015-04-04 00:00:00.000,0,1,Only once
3615,1,-1,Saving,2015-04-03 00:00:00.000,700.0,43,No end date,0,2015-04-04 00:00:00.000,0,1,Only once
3616,1,-1,Hair Cut,2015-04-06 00:00:00.000,-70.0,84,No end date,0,2015-04-07 00:00:00.000,0,1,Only once
3617,1,-1,Take A Break,2015-04-07 00:00:00.000,6000.0,11,No end date,0,2015-04-08 00:00:00.000,0,1,Only once
3618,1,-1,Mobile Phone,2015-04-09 00:00:00.000,-212.0,144,No end date,0,2015-04-10 00:00:00.000,0,1,Only once
3621,1,-1,Saving,2015-04-10 00:00:00.000,332.0,43,No end date,0,2015-04-11 00:00:00.000,0,1,Only once
3619,1,-1,Weekly Amount,2015-04-10 00:00:00.000,-1000.0,42,No end date,0,2015-04-11 00:00:00.000,0,1,Only once
3620,1,-1,Gas & Oil,2015-04-10 00:00:00.000,-50.0,141,No end date,0,2015-04-11 00:00:00.000,0,1,Only once
3623,1,-1,Saving,2015-04-17 00:00:00.000,670.0,43,No end date,0,2015-04-18 00:00:00.000,0,1,Only once
3622,1,-1,Weekly Amount,2015-04-17 00:00:00.000,-1000.0,42,No end date,0,2015-04-18 00:00:00.000,0,1,Only once
3624,1,-1,Hair Cut,2015-04-19 00:00:00.000,-70.0,84,No end date,0,2015-04-20 00:00:00.000,0,1,Only once
8653,16,80,Return Insurance 7%,2015-04-20 00:00:00.000,7000.0,,No end date,0,2015-04-21 00:00:00.000,0,1,Only once
8653,80,16,Return Insurance 7%,2015-04-20 00:00:00.000,-7000.0,,No end date,0,2015-04-21 00:00:00.000,0,1,Only once
3625,39,1,Electric Bill,2015-04-22 00:00:00.000,360.0,,No end date,0,2015-04-23 00:00:00.000,0,1,Only once
3625,1,39,Electric Bill,2015-04-22 00:00:00.000,-360.0,,No end date,0,2015-04-23 00:00:00.000,0,1,Only once
3904,1,56,BigC Coupong,2015-04-23 00:00:00.000,2400.0,,No end date,0,2015-04-24 00:00:00.000,0,1,Only once
3903,56,1,TV Coupong,2015-04-23 00:00:00.000,-690.0,,No end date,0,2015-04-24 00:00:00.000,0,1,Only once
3902,56,1,Credit Return,2015-04-23 00:00:00.000,-15.0,,No end date,0,2015-04-24 00:00:00.000,0,1,Only once
3902,1,56,Credit Return,2015-04-23 00:00:00.000,15.0,,No end date,0,2015-04-24 00:00:00.000,0,1,Only once
3903,1,56,TV Coupong,2015-04-23 00:00:00.000,690.0,,No end date,0,2015-04-24 00:00:00.000,0,1,Only once
3904,56,1,BigC Coupong,2015-04-23 00:00:00.000,-2400.0,,No end date,0,2015-04-24 00:00:00.000,0,1,Only once
3628,1,-1,IT Expense,2015-04-23 00:00:00.000,-215.0,133,No end date,0,2015-04-24 00:00:00.000,0,1,Only once
3627,1,-1,IT Expense,2015-04-23 00:00:00.000,-230.0,133,No end date,0,2015-04-24 00:00:00.000,0,1,Only once
3626,1,-1,IT Expense,2015-04-23 00:00:00.000,-1950.0,121,No end date,0,2015-04-24 00:00:00.000,0,1,Only once
3629,1,-1,IT Expense,2015-04-23 00:00:00.000,-1390.0,133,No end date,0,2015-04-24 00:00:00.000,0,1,Only once
3631,1,-1,Saving,2015-04-24 00:00:00.000,305.0,43,No end date,0,2015-04-25 00:00:00.000,0,1,Only once
3630,1,-1,Weekly Amount,2015-04-24 00:00:00.000,-1000.0,42,No end date,0,2015-04-25 00:00:00.000,0,1,Only once
9582,29,-1,Mobile Phone,2015-04-27 00:00:00.000,-50.0,144,No end date,0,2015-04-28 00:00:00.000,0,1,Only once
3632,1,-1,Gas & Oil,2015-04-28 00:00:00.000,-65.0,141,No end date,0,2015-04-29 00:00:00.000,0,1,Only once
10511,39,-1,Electric Bill,2015-04-28 00:00:00.000,-356.56,140,No end date,0,2015-04-29 00:00:00.000,0,1,Only once
3637,1,-1,A Core Team Allowance,2015-04-30 00:00:00.000,44000.0,20,No end date,0,2015-05-01 00:00:00.000,0,1,Only once
3636,1,-1,A Salary Net,2015-04-30 00:00:00.000,3000.0,13,No end date,0,2015-05-01 00:00:00.000,0,1,Only once
3635,1,-1,A Salary Net,2015-04-30 00:00:00.000,-750.0,6,No end date,0,2015-05-01 00:00:00.000,0,1,Only once
3634,1,-1,A Salary Net,2015-04-30 00:00:00.000,-9162.0,7,No end date,0,2015-05-01 00:00:00.000,0,1,Only once
3633,1,-1,A Salary Net,2015-04-30 00:00:00.000,63610.0,15,No end date,0,2015-05-01 00:00:00.000,0,1,Only once
12941,80,-1,Insurance Expense,2015-04-30 00:00:00.000,13700.0,218,No end date,0,2015-05-01 00:00:00.000,0,1,Only once
3639,67,1,Home Loan,2015-05-01 00:00:00.000,56000.0,,No end date,0,2015-05-02 00:00:00.000,0,1,Only once
3638,1,-1,A My Family,2015-05-01 00:00:00.000,-20000.0,155,No end date,0,2015-05-02 00:00:00.000,0,1,Only once
12762,67,-1,Home Tax,2015-05-01 00:00:00.000,-2904.59,220,No end date,0,2015-05-02 00:00:00.000,0,1,Only once
3639,1,67,Home Loan,2015-05-01 00:00:00.000,-56000.0,,No end date,0,2015-05-02 00:00:00.000,0,1,Only once
3641,1,-1,Hair Cut,2015-05-02 00:00:00.000,-70.0,84,No end date,0,2015-05-03 00:00:00.000,0,1,Only once
3642,1,-1,Saving,2015-05-02 00:00:00.000,494.0,43,No end date,0,2015-05-03 00:00:00.000,0,1,Only once
3640,1,-1,Weekly Amount,2015-05-02 00:00:00.000,-1000.0,42,No end date,0,2015-05-03 00:00:00.000,0,1,Only once
3643,1,67,Home Loan,2015-05-03 00:00:00.000,-9000.0,,No end date,0,2015-05-04 00:00:00.000,0,1,Only once
3643,67,1,Home Loan,2015-05-03 00:00:00.000,9000.0,,No end date,0,2015-05-04 00:00:00.000,0,1,Only once
3644,1,-1,IT Expense,2015-05-04 00:00:00.000,-140.0,133,No end date,0,2015-05-05 00:00:00.000,0,1,Only once
3645,1,-1,Mobile Phone,2015-05-05 00:00:00.000,-124.0,144,No end date,0,2015-05-06 00:00:00.000,0,1,Only once
3646,1,-1,IT Expense,2015-05-06 00:00:00.000,-660.0,119,No end date,0,2015-05-07 00:00:00.000,0,1,Only once
9583,29,-1,Internet Bill,2015-05-07 00:00:00.000,-1280.0,143,No end date,0,2015-05-08 00:00:00.000,0,1,Only once
3647,1,-1,Weekly Amount,2015-05-08 00:00:00.000,-1000.0,42,No end date,0,2015-05-09 00:00:00.000,0,1,Only once
3648,1,-1,Saving,2015-05-08 00:00:00.000,260.0,43,No end date,0,2015-05-09 00:00:00.000,0,1,Only once
3649,1,-1,Gas & Oil,2015-05-11 00:00:00.000,-60.0,141,No end date,0,2015-05-12 00:00:00.000,0,1,Only once
10645,41,-1,Internet Bill,2015-05-12 00:00:00.000,-1280.0,143,No end date,0,2015-05-13 00:00:00.000,0,1,Only once
3650,1,-1,Weekly Amount,2015-05-15 00:00:00.000,-1000.0,42,No end date,0,2015-05-16 00:00:00.000,0,1,Only once
3651,1,-1,Saving,2015-05-15 00:00:00.000,290.0,43,No end date,0,2015-05-16 00:00:00.000,0,1,Only once
3652,1,-1,Social Expense,2015-05-21 00:00:00.000,-220.0,135,No end date,0,2015-05-22 00:00:00.000,0,1,Only once
3653,1,-1,Gas & Oil,2015-05-21 00:00:00.000,-70.0,141,No end date,0,2015-05-22 00:00:00.000,0,1,Only once
3656,1,29,Internet Bill,2015-05-22 00:00:00.000,-1280.0,,No end date,0,2015-05-23 00:00:00.000,0,1,Only once
3658,39,1,Electric Bill,2015-05-22 00:00:00.000,357.0,,No end date,0,2015-05-23 00:00:00.000,0,1,Only once
3658,1,39,Electric Bill,2015-05-22 00:00:00.000,-357.0,,No end date,0,2015-05-23 00:00:00.000,0,1,Only once
3657,1,29,Mobile Phone,2015-05-22 00:00:00.000,-50.0,,No end date,0,2015-05-23 00:00:00.000,0,1,Only once
3655,1,-1,Saving,2015-05-22 00:00:00.000,215.0,43,No end date,0,2015-05-23 00:00:00.000,0,1,Only once
3654,1,-1,Weekly Amount,2015-05-22 00:00:00.000,-1000.0,42,No end date,0,2015-05-23 00:00:00.000,0,1,Only once
3656,29,1,Internet Bill,2015-05-22 00:00:00.000,1280.0,,No end date,0,2015-05-23 00:00:00.000,0,1,Only once
3657,29,1,Mobile Phone,2015-05-22 00:00:00.000,50.0,,No end date,0,2015-05-23 00:00:00.000,0,1,Only once
3659,1,-1,Motor Bike Fixed Device,2015-05-23 00:00:00.000,-500.0,166,No end date,0,2015-05-24 00:00:00.000,0,1,Only once
3660,1,-1,Hair Cut,2015-05-24 00:00:00.000,-70.0,84,No end date,0,2015-05-25 00:00:00.000,0,1,Only once
3664,41,1,Internet Bill,2015-05-28 00:00:00.000,1280.0,,No end date,0,2015-05-29 00:00:00.000,0,1,Only once
