
id,idHab,idHabTo,title,startDate,money,moneyGrp,category,memo,endAfter,endTimes,idGrp,idHabGrp,endDate,isDeleted,isPaided,repeat
33,0,-1,Renting Room,2005-07-28 00:00:00.000,-1700.0,-1700.0,144,,No end date,0,-1,-1,2005-07-29 00:00:00.000,0,1,Only once
34,0,-1,Z Other Expense,2005-07-30 00:00:00.000,-387.75,-387.75,43,,No end date,0,-1,-1,2005-07-31 00:00:00.000,0,1,Only once
37,0,-1,A Salary Net,2005-07-31 00:00:00.000,-750.0,18993.69,5,,No end date,0,36,0,2005-08-01 00:00:00.000,0,1,Only once
35,0,-1,A Salary Net,2005-07-31 00:00:00.000,-256.31,18993.69,6,,No end date,0,36,0,2005-08-01 00:00:00.000,0,1,Only once
38,0,-1,A Salary Net,2005-07-31 00:00:00.000,2000.0,18993.69,11,,No end date,0,36,0,2005-08-01 00:00:00.000,0,1,Only once
36,0,-1,A Salary Net,2005-07-31 00:00:00.000,18000.0,18993.69,0,,No end date,0,36,0,2005-08-01 00:00:00.000,0,1,Only once
39,0,-1,A Ying Expense,2005-08-04 00:00:00.000,-6000.0,-6000.0,164,Monthly Payment,No end date,0,-1,-1,2005-08-05 00:00:00.000,0,1,Only once
40,0,-1,Renting Room,2005-08-28 00:00:00.000,-1700.0,-1700.0,144,,No end date,0,-1,-1,2005-08-29 00:00:00.000,0,1,Only once
41,0,-1,Z Other Expense,2005-08-30 00:00:00.000,-135.0,-135.0,43,,No end date,0,-1,-1,2005-08-31 00:00:00.000,0,1,Only once
43,0,-1,A Salary Net,2005-08-31 00:00:00.000,-750.0,18879.42,5,,No end date,0,45,0,2005-09-01 00:00:00.000,0,1,Only once
44,0,-1,A Salary Net,2005-08-31 00:00:00.000,-370.58,18879.42,6,,No end date,0,45,0,2005-09-01 00:00:00.000,0,1,Only once
42,0,-1,A Salary Net,2005-08-31 00:00:00.000,2000.0,18879.42,11,,No end date,0,45,0,2005-09-01 00:00:00.000,0,1,Only once
45,0,-1,A Salary Net,2005-08-31 00:00:00.000,18000.0,18879.42,0,,No end date,0,45,0,2005-09-01 00:00:00.000,0,1,Only once
46,0,-1,A Ying Expense,2005-09-04 00:00:00.000,-6000.0,-6000.0,164,Monthly Payment,No end date,0,-1,-1,2005-09-05 00:00:00.000,0,1,Only once
47,0,-1,Renting Room,2005-09-28 00:00:00.000,-1700.0,-1700.0,144,,No end date,0,-1,-1,2005-09-29 00:00:00.000,0,1,Only once
48,0,-1,Z Other Expense,2005-09-29 00:00:00.000,-4235.0,-4235.0,43,,No end date,0,-1,-1,2005-09-30 00:00:00.000,0,1,Only once
51,0,-1,A Salary Net,2005-09-30 00:00:00.000,-750.0,19740.72,5,,No end date,0,49,0,2005-10-01 00:00:00.000,0,1,Only once
50,0,-1,A Salary Net,2005-09-30 00:00:00.000,-466.28,19740.72,6,,No end date,0,49,0,2005-10-01 00:00:00.000,0,1,Only once
53,0,-1,A Salary Net,2005-09-30 00:00:00.000,957.0,19740.72,16,,No end date,0,49,0,2005-10-01 00:00:00.000,0,1,Only once
52,0,-1,A Salary Net,2005-09-30 00:00:00.000,2000.0,19740.72,11,,No end date,0,49,0,2005-10-01 00:00:00.000,0,1,Only once
49,0,-1,A Salary Net,2005-09-30 00:00:00.000,18000.0,19740.72,0,,No end date,0,49,0,2005-10-01 00:00:00.000,0,1,Only once
54,0,-1,A Ying Expense,2005-10-04 00:00:00.000,-6000.0,-6000.0,164,Monthly Payment,No end date,0,-1,-1,2005-10-05 00:00:00.000,0,1,Only once
55,0,-1,Renting Room,2005-10-28 00:00:00.000,-1700.0,-1700.0,144,,No end date,0,-1,-1,2005-10-29 00:00:00.000,0,1,Only once
58,0,-1,A Salary Net,2005-10-31 00:00:00.000,-750.0,19779.43,5,,No end date,0,56,0,2005-11-01 00:00:00.000,0,1,Only once
57,0,-1,A Salary Net,2005-10-31 00:00:00.000,-470.57,19779.43,6,,No end date,0,56,0,2005-11-01 00:00:00.000,0,1,Only once
60,0,-1,A Salary Net,2005-10-31 00:00:00.000,1000.0,19779.43,16,,No end date,0,56,0,2005-11-01 00:00:00.000,0,1,Only once
59,0,-1,A Salary Net,2005-10-31 00:00:00.000,2000.0,19779.43,11,,No end date,0,56,0,2005-11-01 00:00:00.000,0,1,Only once
56,0,-1,A Salary Net,2005-10-31 00:00:00.000,18000.0,19779.43,0,,No end date,0,56,0,2005-11-01 00:00:00.000,0,1,Only once
61,0,-1,A Ying Expense,2005-11-04 00:00:00.000,-6000.0,-6000.0,164,Monthly Payment,No end date,0,-1,-1,2005-11-05 00:00:00.000,0,1,Only once
67,0,-1,Renting Room,2005-11-30 00:00:00.000,-2550.0,-2550.0,144,,No end date,0,-1,-1,2005-12-01 00:00:00.000,0,1,Only once
64,0,-1,A Salary Net,2005-11-30 00:00:00.000,-750.0,19779.42,5,,No end date,0,62,0,2005-12-01 00:00:00.000,0,1,Only once
63,0,-1,A Salary Net,2005-11-30 00:00:00.000,-470.58,19779.42,6,,No end date,0,62,0,2005-12-01 00:00:00.000,0,1,Only once
66,0,-1,A Salary Net,2005-11-30 00:00:00.000,1000.0,19779.42,16,,No end date,0,62,0,2005-12-01 00:00:00.000,0,1,Only once
65,0,-1,A Salary Net,2005-11-30 00:00:00.000,2000.0,19779.42,11,,No end date,0,62,0,2005-12-01 00:00:00.000,0,1,Only once
62,0,-1,A Salary Net,2005-11-30 00:00:00.000,18000.0,19779.42,0,,No end date,0,62,0,2005-12-01 00:00:00.000,0,1,Only once
68,0,-1,A Ying Expense,2005-12-04 00:00:00.000,-6000.0,-6000.0,164,Monthly Payment,No end date,0,-1,-1,2005-12-05 00:00:00.000,0,1,Only once
6081,0,70,BFLRMF,2005-12-10 00:00:00.000,-15000.0,-15000.0,-1,,No end date,0,-1,-1,2005-12-11 00:00:00.000,0,1,Only once
69,0,-1,Z Other Expense,2005-12-11 00:00:00.000,-19520.0,-19520.0,43,,No end date,0,-1,-1,2005-12-12 00:00:00.000,0,1,Only once
6086,0,71,KEQLTF,2005-12-26 00:00:00.000,-5000.0,-5000.0,-1,,No end date,0,-1,-1,2005-12-27 00:00:00.000,0,1,Only once
6087,0,71,KEQLTF,2005-12-28 00:00:00.000,-5000.0,-5000.0,-1,,No end date,0,-1,-1,2005-12-29 00:00:00.000,0,1,Only once
70,0,-1,IT Expense,2005-12-28 00:00:00.000,-280.0,-280.0,119,USB Card Reader 3 In 1,No end date,0,-1,-1,2005-12-29 00:00:00.000,0,1,Only once
6088,0,71,KEQLTF,2005-12-29 00:00:00.000,-10000.0,-10000.0,-1,,No end date,0,-1,-1,2005-12-30 00:00:00.000,0,1,Only once
71,0,-1,Renting Room,2005-12-29 00:00:00.000,-2550.0,-2550.0,144,,No end date,0,-1,-1,2005-12-30 00:00:00.000,0,1,Only once
72,0,-1,Z Other Expense,2005-12-30 00:00:00.000,-3677.95,-3677.95,43,,No end date,0,-1,-1,2005-12-31 00:00:00.000,0,1,Only once
73,0,-1,A Salary Net,2005-12-31 00:00:00.000,-2104.17,17145.83,6,,No end date,0,76,0,2006-01-01 00:00:00.000,0,1,Only once
75,0,-1,A Salary Net,2005-12-31 00:00:00.000,-750.0,17145.83,5,,No end date,0,76,0,2006-01-01 00:00:00.000,0,1,Only once
74,0,-1,A Salary Net,2005-12-31 00:00:00.000,2000.0,17145.83,11,,No end date,0,76,0,2006-01-01 00:00:00.000,0,1,Only once
77,0,-1,A Salary Bonus,2005-12-31 00:00:00.000,17335.0,17335.0,13,CSI Company,No end date,0,-1,-1,2006-01-01 00:00:00.000,0,1,Only once
76,0,-1,A Salary Net,2005-12-31 00:00:00.000,18000.0,17145.83,0,,No end date,0,76,0,2006-01-01 00:00:00.000,0,1,Only once
78,0,-1,A Ying Expense,2006-01-04 00:00:00.000,-7000.0,-7000.0,164,Monthly Payment,No end date,0,-1,-1,2006-01-05 00:00:00.000,0,1,Only once
80,0,-1,Z Other Expense,2006-01-30 00:00:00.000,-11459.01,-11459.01,43,,No end date,0,-1,-1,2006-01-31 00:00:00.000,0,1,Only once
79,0,-1,Renting Room,2006-01-30 00:00:00.000,-2550.0,-2550.0,144,,No end date,0,-1,-1,2006-01-31 00:00:00.000,0,1,Only once
83,0,-1,A Salary Net,2006-01-31 00:00:00.000,-750.0,20481.54,5,,No end date,0,81,0,2006-02-01 00:00:00.000,0,1,Only once
82,0,-1,A Salary Net,2006-01-31 00:00:00.000,-516.46,20481.54,6,,No end date,0,81,0,2006-02-01 00:00:00.000,0,1,Only once
85,0,-1,A Salary Net,2006-01-31 00:00:00.000,1748.0,20481.54,16,,No end date,0,81,0,2006-02-01 00:00:00.000,0,1,Only once
84,0,-1,A Salary Net,2006-01-31 00:00:00.000,2000.0,20481.54,11,,No end date,0,81,0,2006-02-01 00:00:00.000,0,1,Only once
81,0,-1,A Salary Net,2006-01-31 00:00:00.000,18000.0,20481.54,0,,No end date,0,81,0,2006-02-01 00:00:00.000,0,1,Only once
86,0,-1,A Ying Expense,2006-02-04 00:00:00.000,-6000.0,-6000.0,164,Monthly Payment,No end date,0,-1,-1,2006-02-05 00:00:00.000,0,1,Only once
87,0,-1,Renting Room,2006-02-26 00:00:00.000,-2550.0,-2550.0,144,,No end date,0,-1,-1,2006-02-27 00:00:00.000,0,1,Only once
88,0,-1,Z Other Expense,2006-02-27 00:00:00.000,-9088.0,-9088.0,43,,No end date,0,-1,-1,2006-02-28 00:00:00.000,0,1,Only once
90,0,-1,A Salary Net,2006-02-28 00:00:00.000,-837.66,23372.34,6,,No end date,0,89,0,2006-03-01 00:00:00.000,0,1,Only once
91,0,-1,A Salary Net,2006-02-28 00:00:00.000,-750.0,23372.34,5,,No end date,0,89,0,2006-03-01 00:00:00.000,0,1,Only once
93,0,-1,A Salary Net,2006-02-28 00:00:00.000,1000.0,23372.34,16,,No end date,0,89,0,2006-03-01 00:00:00.000,0,1,Only once
92,0,-1,A Salary Net,2006-02-28 00:00:00.000,2000.0,23372.34,11,,No end date,0,89,0,2006-03-01 00:00:00.000,0,1,Only once
89,0,-1,A Salary Net,2006-02-28 00:00:00.000,21960.0,23372.34,0,,No end date,0,89,0,2006-03-01 00:00:00.000,0,1,Only once
94,0,-1,A Ying Expense,2006-03-04 00:00:00.000,-6000.0,-6000.0,164,Monthly Payment,No end date,0,-1,-1,2006-03-05 00:00:00.000,0,1,Only once
95,0,-1,Tax Refund,2006-03-05 00:00:00.000,4529.2,4529.2,27,Tax 2005,No end date,0,-1,-1,2006-03-06 00:00:00.000,0,1,Only once
8305,15,-1,Bank Expense,2006-03-19 00:00:00.000,-230.0,-230.0,71,ATM Card Charger,No end date,0,-1,-1,2006-03-20 00:00:00.000,0,1,Only once
96,0,-1,Renting Room,2006-03-28 00:00:00.000,-2550.0,-2550.0,144,,No end date,0,-1,-1,2006-03-29 00:00:00.000,0,1,Only once
97,0,-1,Z Other Expense,2006-03-30 00:00:00.000,-9942.0,-9942.0,43,,No end date,0,-1,-1,2006-03-31 00:00:00.000,0,1,Only once
100,0,-1,A Salary Net,2006-03-31 00:00:00.000,-750.0,22633.34,5,,No end date,0,101,0,2006-04-01 00:00:00.000,0,1,Only once
99,0,-1,A Salary Net,2006-03-31 00:00:00.000,-634.66,22633.34,6,,No end date,0,101,0,2006-04-01 00:00:00.000,0,1,Only once
102,0,-1,A Salary Net,2006-03-31 00:00:00.000,950.0,22633.34,16,,No end date,0,101,0,2006-04-01 00:00:00.000,0,1,Only once
103,0,-1,A Salary Net,2006-03-31 00:00:00.000,1088.0,22633.34,12,,No end date,0,101,0,2006-04-01 00:00:00.000,0,1,Only once
98,0,-1,A Salary Net,2006-03-31 00:00:00.000,2000.0,22633.34,11,,No end date,0,101,0,2006-04-01 00:00:00.000,0,1,Only once
101,0,-1,A Salary Net,2006-03-31 00:00:00.000,19980.0,22633.34,0,,No end date,0,101,0,2006-04-01 00:00:00.000,0,1,Only once
104,0,-1,A Ying Expense,2006-04-04 00:00:00.000,-8000.0,-8000.0,164,Monthly Payment,No end date,0,-1,-1,2006-04-05 00:00:00.000,0,1,Only once
106,0,-1,IT Expense,2006-04-09 00:00:00.000,-4250.0,-4250.0,120,External Harddisk 80 GB/5400,No end date,0,-1,-1,2006-04-10 00:00:00.000,0,1,Only once
105,0,-1,IT Expense,2006-04-09 00:00:00.000,-530.0,-530.0,120,External Harddisk 80 GB/5400,No end date,0,-1,-1,2006-04-10 00:00:00.000,0,1,Only once
107,0,-1,Renting Room,2006-04-28 00:00:00.000,-2550.0,-2550.0,144,,No end date,0,-1,-1,2006-04-29 00:00:00.000,0,1,Only once
108,0,-1,Z Other Expense,2006-04-29 00:00:00.000,-6565.0,-6565.0,43,,No end date,0,-1,-1,2006-04-30 00:00:00.000,0,1,Only once
110,0,-1,A Salary Net,2006-04-30 00:00:00.000,-797.56,23779.44,6,,No end date,0,109,0,2006-05-01 00:00:00.000,0,1,Only once
111,0,-1,A Salary Net,2006-04-30 00:00:00.000,-750.0,23779.44,5,,No end date,0,109,0,2006-05-01 00:00:00.000,0,1,Only once
113,0,-1,A Salary Net,2006-04-30 00:00:00.000,579.0,23779.44,16,,No end date,0,109,0,2006-05-01 00:00:00.000,0,1,Only once
114,0,-1,A Salary Net,2006-04-30 00:00:00.000,768.0,23779.44,12,,No end date,0,109,0,2006-05-01 00:00:00.000,0,1,Only once
112,0,-1,A Salary Net,2006-04-30 00:00:00.000,2000.0,23779.44,11,,No end date,0,109,0,2006-05-01 00:00:00.000,0,1,Only once
109,0,-1,A Salary Net,2006-04-30 00:00:00.000,21980.0,23779.44,0,,No end date,0,109,0,2006-05-01 00:00:00.000,0,1,Only once
115,0,-1,A Ying Expense,2006-05-05 00:00:00.000,-6000.0,-6000.0,164,Monthly Payment,No end date,0,-1,-1,2006-05-06 00:00:00.000,0,1,Only once
116,0,-1,Renting Room,2006-05-28 00:00:00.000,-2550.0,-2550.0,144,,No end date,0,-1,-1,2006-05-29 00:00:00.000,0,1,Only once
117,0,-1,Z Other Expense,2006-05-30 00:00:00.000,-4739.0,-4739.0,43,,No end date,0,-1,-1,2006-05-31 00:00:00.000,0,1,Only once
120,0,-1,A Salary Net,2006-05-31 00:00:00.000,-750.0,22490.34,5,,No end date,0,118,0,2006-06-01 00:00:00.000,0,1,Only once
119,0,-1,A Salary Net,2006-05-31 00:00:00.000,-739.66,22490.34,6,,No end date,0,118,0,2006-06-01 00:00:00.000,0,1,Only once
121,0,-1,A Salary Net,2006-05-31 00:00:00.000,2000.0,22490.34,11,,No end date,0,118,0,2006-06-01 00:00:00.000,0,1,Only once
118,0,-1,A Salary Net,2006-05-31 00:00:00.000,21980.0,22490.34,0,,No end date,0,118,0,2006-06-01 00:00:00.000,0,1,Only once
122,0,-1,A Ying Expense,2006-06-05 00:00:00.000,-6000.0,-6000.0,164,Monthly Payment,No end date,0,-1,-1,2006-06-06 00:00:00.000,0,1,Only once
12999,67,78,AIA Saving Insurance,2006-06-26 00:00:00.000,-17680.4,-17680.4,-1,,No end date,0,-1,-1,2006-06-27 00:00:00.000,0,1,Only once
123,0,-1,Renting Room,2006-06-28 00:00:00.000,-2550.0,-2550.0,144,,No end date,0,-1,-1,2006-06-29 00:00:00.000,0,1,Only once
124,0,-1,Z Other Expense,2006-06-29 00:00:00.000,-7903.82,-7903.82,43,,No end date,0,-1,-1,2006-06-30 00:00:00.000,0,1,Only once
126,0,-1,A Salary Net,2006-06-30 00:00:00.000,-750.0,22490.34,5,,No end date,0,128,0,2006-07-01 00:00:00.000,0,1,Only once
127,0,-1,A Salary Net,2006-06-30 00:00:00.000,-739.66,22490.34,6,,No end date,0,128,0,2006-07-01 00:00:00.000,0,1,Only once
13089,78,-1,Insurance Expense,2006-06-30 00:00:00.000,1069.6,1069.6,217,Insurance Expense,No end date,0,-1,-1,2006-07-01 00:00:00.000,0,1,Only once
125,0,-1,A Salary Net,2006-06-30 00:00:00.000,2000.0,22490.34,11,,No end date,0,128,0,2006-07-01 00:00:00.000,0,1,Only once
128,0,-1,A Salary Net,2006-06-30 00:00:00.000,21980.0,22490.34,0,,No end date,0,128,0,2006-07-01 00:00:00.000,0,1,Only once
6082,0,70,BLTF,2006-07-03 00:00:00.000,-20000.0,-20000.0,-1,,No end date,0,-1,-1,2006-07-04 00:00:00.000,0,1,Only once
129,0,-1,A Ying Expense,2006-07-05 00:00:00.000,-6500.0,-6500.0,164,Monthly Payment,No end date,0,-1,-1,2006-07-06 00:00:00.000,0,1,Only once
130,0,-1,IT Expense,2006-07-09 00:00:00.000,-4500.0,-4500.0,117,DDR Ram 1 GB,No end date,0,-1,-1,2006-07-10 00:00:00.000,0,1,Only once
13108,78,15,Return Insurance 4%,2006-07-26 00:00:00.000,-6000.0,-6000.0,-1,,No end date,0,-1,-1,2006-07-27 00:00:00.000,0,1,Only once
131,0,-1,Renting Room,2006-07-28 00:00:00.000,-2550.0,-2550.0,144,,No end date,0,-1,-1,2006-07-29 00:00:00.000,0,1,Only once
132,0,-1,Z Other Expense,2006-07-30 00:00:00.000,-3150.0,-3150.0,43,,No end date,0,-1,-1,2006-07-31 00:00:00.000,0,1,Only once
137,0,-1,A Salary Net,2006-07-31 00:00:00.000,-825.36,23261.64,6,,No end date,0,136,0,2006-08-01 00:00:00.000,0,1,Only once
135,0,-1,A Salary Net,2006-07-31 00:00:00.000,-750.0,23261.64,5,,No end date,0,136,0,2006-08-01 00:00:00.000,0,1,Only once
133,0,-1,A Salary Net,2006-07-31 00:00:00.000,857.0,23261.64,16,,No end date,0,136,0,2006-08-01 00:00:00.000,0,1,Only once
134,0,-1,A Salary Net,2006-07-31 00:00:00.000,2000.0,23261.64,11,,No end date,0,136,0,2006-08-01 00:00:00.000,0,1,Only once
136,0,-1,A Salary Net,2006-07-31 00:00:00.000,21980.0,23261.64,0,,No end date,0,136,0,2006-08-01 00:00:00.000,0,1,Only once
138,0,-1,A Ying Expense,2006-08-06 00:00:00.000,-7000.0,-7000.0,164,Monthly Payment,No end date,0,-1,-1,2006-08-07 00:00:00.000,0,1,Only once
6935,8,-1,Opening Balance,2006-08-10 00:00:00.000,1201.15,1201.15,287,,No end date,0,-1,-1,2006-08-11 00:00:00.000,0,1,Only once
139,0,-1,Renting Room,2006-08-28 00:00:00.000,-2550.0,-2550.0,144,,No end date,0,-1,-1,2006-08-29 00:00:00.000,0,1,Only once
141,0,-1,A Salary Net,2006-08-31 00:00:00.000,-1039.66,25190.34,6,,No end date,0,142,0,2006-09-01 00:00:00.000,0,1,Only once
140,0,-1,A Salary Net,2006-08-31 00:00:00.000,-750.0,25190.34,5,,No end date,0,142,0,2006-09-01 00:00:00.000,0,1,Only once
144,0,-1,A Salary Net,2006-08-31 00:00:00.000,2000.0,25190.34,11,,No end date,0,142,0,2006-09-01 00:00:00.000,0,1,Only once
143,0,-1,A Salary Net,2006-08-31 00:00:00.000,3000.0,25190.34,16,,No end date,0,142,0,2006-09-01 00:00:00.000,0,1,Only once
142,0,-1,A Salary Net,2006-08-31 00:00:00.000,21980.0,25190.34,0,,No end date,0,142,0,2006-09-01 00:00:00.000,0,1,Only once
145,0,-1,A Ying Expense,2006-09-04 00:00:00.000,-6000.0,-6000.0,164,Monthly Payment,No end date,0,-1,-1,2006-09-05 00:00:00.000,0,1,Only once
146,0,-1,Renting Room,2006-09-28 00:00:00.000,-2550.0,-2550.0,144,,No end date,0,-1,-1,2006-09-29 00:00:00.000,0,1,Only once
148,0,-1,A Salary Net,2006-09-30 00:00:00.000,-750.0,24570.43,5,,No end date,0,150,0,2006-10-01 00:00:00.000,0,1,Only once
149,0,-1,A Salary Net,2006-09-30 00:00:00.000,-477.57,24570.43,6,,No end date,0,150,0,2006-10-01 00:00:00.000,0,1,Only once
151,0,-1,A Salary Net,2006-09-30 00:00:00.000,1818.0,24570.43,16,,No end date,0,150,0,2006-10-01 00:00:00.000,0,1,Only once
